[10/May/2026:19:33:49 +0000] - 502 502 - GET http stat.soydan.fun "/" [Client 172.17.0.7] [Length 556] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "-"
[10/May/2026:19:40:19 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1697146157/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=user%2Csystem&fields=*%2Cexpand.user.*%3Aexcerpt(200)%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 67] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:20 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/elngm8x1l60zi2v/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=user%2Csystem&fields=*%2Cexpand.user.*%3Aexcerpt(200)%2Cexpand.system.*%3Aexcerpt(200)" [Client 172.17.0.7] [Length 67] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:20 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/elngm8x1l60zi2v/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 64] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:21 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 984] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:21 +0000] - 200 200 - GET http stat.soydan.fun "/api/health" [Client 172.17.0.7] [Length 130] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:21 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/meta/scaffolds" [Client 172.17.0.7] [Length 5164] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:21 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections?page=1&perPage=1000&skipTotal=1" [Client 172.17.0.7] [Length 44268] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:40 +0000] - 200 200 - PATCH http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 1002] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:40:40 +0000] - 200 200 - GET http stat.soydan.fun "/api/health" [Client 172.17.0.7] [Length 133] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:01 +0000] - 200 200 - PATCH http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 999] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:01 +0000] - 200 200 - GET http stat.soydan.fun "/api/health" [Client 172.17.0.7] [Length 133] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:03 +0000] - 200 200 - GET http stat.soydan.fun "/_/" [Client 172.17.0.7] [Length 682] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/general"
[10/May/2026:19:41:03 +0000] - 200 200 - POST http stat.soydan.fun "/api/collections/_superusers/auth-refresh" [Client 172.17.0.7] [Length 476] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:03 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 999] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:04 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 999] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:04 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 999] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:04 +0000] - 200 200 - GET http stat.soydan.fun "/api/health" [Client 172.17.0.7] [Length 133] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:04 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/meta/scaffolds" [Client 172.17.0.7] [Length 5164] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:04 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections?page=1&perPage=1000&skipTotal=1" [Client 172.17.0.7] [Length 44246] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:05 +0000] - 200 200 - GET http stat.soydan.fun "/_/" [Client 172.17.0.7] [Length 682] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/general"
[10/May/2026:19:41:05 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 999] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:05 +0000] - 200 200 - POST http stat.soydan.fun "/api/collections/_superusers/auth-refresh" [Client 172.17.0.7] [Length 476] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:05 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 999] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:05 +0000] - 200 200 - GET http stat.soydan.fun "/api/health" [Client 172.17.0.7] [Length 133] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:05 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 999] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:05 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/meta/scaffolds" [Client 172.17.0.7] [Length 5164] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:05 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections?page=1&perPage=1000&skipTotal=1" [Client 172.17.0.7] [Length 44238] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:16 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 999] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:18 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 999] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:19 +0000] - 200 200 - GET http stat.soydan.fun "/api/health" [Client 172.17.0.7] [Length 133] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:19 +0000] - 200 200 - GET http stat.soydan.fun "/api/settings" [Client 172.17.0.7] [Length 999] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:19 +0000] - 200 200 - GET http stat.soydan.fun "/api/backups" [Client 172.17.0.7] [Length 3] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:20 +0000] - 200 200 - GET http stat.soydan.fun "/api/crons" [Client 172.17.0.7] [Length 321] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:25 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/_pb_users_auth_/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:25 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/meta/scaffolds" [Client 172.17.0.7] [Length 5158] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:25 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections?page=1&perPage=1000&skipTotal=1" [Client 172.17.0.7] [Length 44268] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:25 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/_pb_users_auth_/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:25 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/_pb_users_auth_/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=&fields=" [Client 172.17.0.7] [Length 354] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:30 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_3142635823/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=&fields=" [Client 172.17.0.7] [Length 297] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:30 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_3142635823/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:33 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_4275539003/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=&fields=" [Client 172.17.0.7] [Length 617] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:33 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_4275539003/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 88] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:36 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_4275539003/records/54wzfiqygr774qw" [Client 172.17.0.7] [Length 276] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:38 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_4275539003/records/xegw2xdyqttvwzd" [Client 172.17.0.7] [Length 275] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:39 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_2281828961/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=&fields=" [Client 172.17.0.7] [Length 67] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:39 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_2281828961/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 64] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:40 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_2279338944/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=&fields=" [Client 172.17.0.7] [Length 67] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:40 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_2279338944/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 64] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:41 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1638494021/records?page=1&perPage=1&filter=&fields=id" [Client 172.17.0.7] [Length 64] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:41 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/pbc_1638494021/records?page=1&perPage=40&sort=-%40rowid&skipTotal=1&filter=&expand=&fields=" [Client 172.17.0.7] [Length 67] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/_/"
[10/May/2026:19:41:44 +0000] - 200 200 - GET http stat.soydan.fun "/settings/general" [Client 172.17.0.7] [Length 728] [Gzip 1.75] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "-"
[10/May/2026:19:41:45 +0000] - 200 200 - GET http stat.soydan.fun "/api/beszel/info" [Client 172.17.0.7] [Length 115] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/general"
[10/May/2026:19:41:45 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/systems/records?page=1&perPage=500&skipTotal=1&sort=%2Bname&fields=id%2Cname%2Chost%2Cport%2Cinfo%2Cstatus" [Client 172.17.0.7] [Length 267] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/general"
[10/May/2026:19:41:45 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/user_settings/records?page=1&perPage=1&filter=&skipTotal=1&fields=settings" [Client 172.17.0.7] [Length 129] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/general"
[10/May/2026:19:41:45 +0000] - 204 204 - POST http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 0] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/general"
[10/May/2026:19:41:45 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/alerts/records?page=1&perPage=500&skipTotal=1&fields=id%2Cname%2Csystem%2Cvalue%2Cmin%2Ctriggered&sort=updated" [Client 172.17.0.7] [Length 68] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/general"
[10/May/2026:19:41:45 +0000] - 204 204 - POST http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 0] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/general"
[10/May/2026:19:41:46 +0000] - 204 204 - POST http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 0] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/notifications"
[10/May/2026:19:41:46 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/quiet_hours/records?page=0&perPage=200&expand=system&fields=id%2Cuser%2Csystem%2Ctype%2Cstart%2Cend%2Cexpand.system.name&sort=system" [Client 172.17.0.7] [Length 66] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/notifications"
[10/May/2026:19:41:46 +0000] - 200 200 - GET http stat.soydan.fun "/api/beszel/universal-token?token=&enable=-1&permanent=-1" [Client 172.17.0.7] [Length 80] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/tokens"
[10/May/2026:19:41:46 +0000] - 204 204 - POST http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 0] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/tokens"
[10/May/2026:19:41:46 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/fingerprints/records?page=1&perPage=500&skipTotal=1&expand=system&fields=id%2Cfingerprint%2Ctoken%2Csystem%2Cexpand.system.name" [Client 172.17.0.7] [Length 263] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/settings/tokens"
[10/May/2026:19:41:48 +0000] - 204 204 - POST http stat.soydan.fun "/api/realtime" [Client 172.17.0.7] [Length 0] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:41:49 +0000] - 200 200 - GET http stat.soydan.fun "/" [Client 172.17.0.7] [Length 728] [Gzip 1.75] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "-"
[10/May/2026:19:41:49 +0000] - 200 200 - GET http stat.soydan.fun "/api/beszel/info" [Client 172.17.0.7] [Length 115] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
[10/May/2026:19:41:49 +0000] - 200 200 - GET http stat.soydan.fun "/api/collections/user_settings/records?page=1&perPage=1&filter=&skipTotal=1&fields=settings" [Client 172.17.0.7] [Length 129] [Gzip -] [Sent-to beszel] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0" "https://stat.soydan.fun/"
